# Mission & Bounty Drop Tables
FORMAT: Mission rewards organized by ## Planet, ### Node — Mode. Rotation rewards in tables: Item | Rarity | Chance. Bounties show tier rewards with stage and % in tables.
INDEX: Mission Rewards (24 entries) | Sortie Rewards (1 entries) | Transient Rewards (51 entries) | Key Rewards (24 entries) | Cetus Bounty Rewards (10 entries) | Solaris Bounty Rewards (11 entries) | Deimos Bounty Rewards (12 entries) | Zariman Bounty Rewards (5 entries) | Entrati Lab Rewards (5 entries) | Hex Bounty Rewards (7 entries)

# Mission Rewards
All mission reward tables organized by planet and node. Shows game mode, rotation rewards (A/B/C), item names, rarity, and exact drop percentages.

## Mercury
### Apollodorus — Survival
**Rotation A:**
| Item | Rarity | Chance |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Arrow Mutation | Rare | 3.76% |
| Rifle Ammo Mutation | Rare | 3.76% |
| Sniper Ammo Mutation | Rare | 3.76% |
| Shotgun Ammo Mutation | Rare | 3.76% |
| Pistol Ammo Mutation | Rare | 3.76% |
| Cleanse Grineer | Rare | 3.76% |
| Lith C14 Relic | Uncommon | 11.06% |
| Lith E2 Relic | Uncommon | 11.06% |
| Lith K12 Relic | Uncommon | 11.06% |
| Lith N18 Relic | Uncommon | 11.06% |
| Lith G14 Relic | Uncommon | 11.06% |
| Lith N19 Relic | Uncommon | 11.06% |
| Lith Q2 Relic | Uncommon | 11.06% |

### Ishtar (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 2,500 Credits Cache | Common | 100.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 22.11% |
| 400 Endo | Rare | 1.01% |
| 400 Endo | Rare | 1.01% |
| 240X Polymer Bundle | Uncommon | 12.65% |
| 750X Circuits | Uncommon | 12.65% |
| 750X Alloy Plate | Uncommon | 12.65% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 80 Endo | Uncommon | 15.10% |
| 150 Endo | Uncommon | 15.10% |
| Morphics | Uncommon | 15.10% |
| Gallium | Uncommon | 15.10% |
| Neurodes | Uncommon | 15.10% |
| 2X Morphics | Rare | 5.50% |
| 2X Gallium | Rare | 5.50% |
| 2X Neurodes | Rare | 5.50% |
| 160 Endo | Rare | 5.50% |
| Argon Crystal | Legendary | 0.67% |
| Tellurium | Legendary | 0.67% |
| Nitain Extract | Legendary | 0.67% |
| Xiphos Fuselage Blueprint | Legendary | 0.50% |

### Vesper — Spy (Event)
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 1,500 Credits Cache | Uncommon | 14.29% |
| 1,500 Credits Cache | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| Reflection | Uncommon | 14.29% |
| Reflex Guard | Uncommon | 14.29% |
| Parry | Uncommon | 14.29% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Lith C14 Relic | Uncommon | 14.29% |
| Lith E2 Relic | Uncommon | 14.29% |
| Lith K12 Relic | Uncommon | 14.29% |
| Lith N18 Relic | Uncommon | 14.29% |
| Lith G14 Relic | Uncommon | 14.29% |
| Lith N19 Relic | Uncommon | 14.29% |
| Lith Q2 Relic | Uncommon | 14.29% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Master Key | Rare | 8.60% |
| Reflection | Rare | 8.60% |
| Parry | Rare | 8.60% |
| Heavy Impact | Rare | 8.60% |
| Serration | Rare | 8.60% |
| Hornet Strike | Rare | 8.60% |
| Metal Auger | Rare | 8.60% |
| Volcanic Edge | Rare | 8.60% |
| Vicious Frost | Rare | 8.60% |
| Ivara Systems Blueprint | Uncommon | 22.56% |

### Cytherean — Interception
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Uncommon | 10.00% |
| Magazine Warp | Uncommon | 10.00% |
| Trick Mag | Uncommon | 10.00% |
| Lith C14 Relic | Uncommon | 10.00% |
| Lith E2 Relic | Uncommon | 10.00% |
| Lith K12 Relic | Uncommon | 10.00% |
| Lith N18 Relic | Uncommon | 10.00% |
| Lith G14 Relic | Uncommon | 10.00% |
| Lith N19 Relic | Uncommon | 10.00% |
| Lith Q2 Relic | Uncommon | 10.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Speed Trigger | Rare | 5.56% |
| Fast Deflection | Rare | 5.56% |
| Rush | Rare | 5.56% |
| Target Cracker | Rare | 5.56% |
| No Return | Rare | 5.56% |
| Serration | Rare | 5.56% |
| Hornet Strike | Rare | 5.56% |
| Reflex Coil | Rare | 5.56% |
| Deep Freeze | Rare | 5.56% |
| North Wind | Rare | 5.56% |
| Meso L4 Relic | Rare | 5.56% |
| Meso V15 Relic | Rare | 5.56% |
| Meso X1 Relic | Rare | 5.56% |
| Meso D8 Relic | Rare | 5.56% |
| Meso V13 Relic | Rare | 5.56% |
| Meso A10 Relic | Rare | 5.56% |
| Meso A9 Relic | Rare | 5.56% |
| Meso E7 Relic | Rare | 5.56% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Natural Talent | Rare | 2.58% |
| Meso L4 Relic | Uncommon | 12.18% |
| Meso V15 Relic | Uncommon | 12.18% |
| Meso X1 Relic | Uncommon | 12.18% |
| Meso D8 Relic | Uncommon | 12.18% |
| Meso V13 Relic | Uncommon | 12.18% |
| Meso A10 Relic | Uncommon | 12.18% |
| Meso A9 Relic | Uncommon | 12.18% |
| Meso E7 Relic | Uncommon | 12.18% |

### Linea — Rescue
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Vapor Specter Blueprint | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Phase Specter Blueprint | Common | 100.00% |

### Fossa — Assassination
| Item | Rarity | Chance |
|---|---|---|
| Rhino Neuroptics Blueprint | Common | 38.72% |
| Rhino Chassis Blueprint | Common | 38.72% |
| Rhino Systems Blueprint | Uncommon | 22.56% |

### Unda — Spy
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 1,500 Credits Cache | Uncommon | 14.29% |
| 1,500 Credits Cache | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| Reflection | Uncommon | 14.29% |
| Reflex Guard | Uncommon | 14.29% |
| Parry | Uncommon | 14.29% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Lith C14 Relic | Uncommon | 14.29% |
| Lith E2 Relic | Uncommon | 14.29% |
| Lith K12 Relic | Uncommon | 14.29% |
| Lith N18 Relic | Uncommon | 14.29% |
| Lith G14 Relic | Uncommon | 14.29% |
| Lith N19 Relic | Uncommon | 14.29% |
| Lith Q2 Relic | Uncommon | 14.29% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Master Key | Rare | 8.60% |
| Reflection | Rare | 8.60% |
| Parry | Rare | 8.60% |
| Heavy Impact | Rare | 8.60% |
| Serration | Rare | 8.60% |
| Hornet Strike | Rare | 8.60% |
| Metal Auger | Rare | 8.60% |
| Volcanic Edge | Rare | 8.60% |
| Vicious Frost | Rare | 8.60% |
| Ivara Systems Blueprint | Uncommon | 22.56% |

### Malva — Survival
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Parry | Rare | 7.69% |
| Steel Fiber | Rare | 7.69% |
| Serration | Rare | 7.69% |
| Incendiary Coat | Rare | 7.69% |
| Hornet Strike | Rare | 7.69% |
| Intensify | Rare | 7.69% |
| Lith C14 Relic | Rare | 7.69% |
| Lith E2 Relic | Rare | 7.69% |
| Lith K12 Relic | Rare | 7.69% |
| Lith N18 Relic | Rare | 7.69% |
| Lith G14 Relic | Rare | 7.69% |
| Lith N19 Relic | Rare | 7.69% |
| Lith Q2 Relic | Rare | 7.69% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| True Punishment | Uncommon | 11.28% |
| Quickening | Uncommon | 11.28% |
| Lith C14 Relic | Uncommon | 11.06% |
| Lith E2 Relic | Uncommon | 11.06% |
| Lith K12 Relic | Uncommon | 11.06% |
| Lith N18 Relic | Uncommon | 11.06% |
| Lith G14 Relic | Uncommon | 11.06% |
| Lith N19 Relic | Uncommon | 11.06% |
| Lith Q2 Relic | Uncommon | 11.06% |

### Venera — Capture
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Uncommon | 10.84% |
| Fast Deflection | Uncommon | 10.84% |
| Rush | Uncommon | 11.06% |
| Magazine Warp | Uncommon | 10.84% |
| Trick Mag | Uncommon | 10.84% |
| Pressure Point | Legendary | 0.34% |
| Ammo Drum | Uncommon | 11.06% |
| Fast Hands | Uncommon | 10.84% |
| Quickdraw | Uncommon | 10.84% |
| Health Restore (Large) | Uncommon | 10.84% |
| Omni Ammo Box | Legendary | 0.34% |
| North Wind | Legendary | 0.34% |
| Shocking Touch | Legendary | 0.34% |
| Molten Impact | Legendary | 0.34% |
| Stretch | Legendary | 0.34% |

### Tessera — Defense
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Magazine Warp | Rare | 9.09% |
| Trick Mag | Rare | 9.09% |
| Pressure Point | Rare | 9.09% |
| Ammo Drum | Rare | 9.09% |
| Lith K12 Relic | Rare | 9.09% |
| Lith E2 Relic | Rare | 9.09% |
| Lith G14 Relic | Rare | 9.09% |
| Lith Q2 Relic | Rare | 9.09% |
| Lith N18 Relic | Rare | 9.09% |
| Lith N19 Relic | Rare | 9.09% |
| Lith C14 Relic | Rare | 9.09% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Reflex Coil | Rare | 7.69% |
| Cryo Rounds | Rare | 7.69% |
| Hell's Chamber | Rare | 7.69% |
| Shocking Touch | Rare | 7.69% |
| 100 Endo | Rare | 7.69% |
| Meso D8 Relic | Rare | 7.69% |
| Meso X1 Relic | Rare | 7.69% |
| Meso A10 Relic | Rare | 7.69% |
| Meso V13 Relic | Rare | 7.69% |
| Meso L4 Relic | Rare | 7.69% |
| Meso V15 Relic | Rare | 7.69% |
| Meso E7 Relic | Rare | 7.69% |
| Meso A9 Relic | Rare | 7.69% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Metal Auger | Rare | 7.69% |
| Ravage | Rare | 7.69% |
| Continuity | Rare | 7.69% |
| Master Thief | Rare | 7.69% |
| 200 Endo | Rare | 7.69% |
| Meso D8 Relic | Rare | 7.69% |
| Meso X1 Relic | Rare | 7.69% |
| Meso A10 Relic | Rare | 7.69% |
| Meso V13 Relic | Rare | 7.69% |
| Meso L4 Relic | Rare | 7.69% |
| Meso V15 Relic | Rare | 7.69% |
| Meso E7 Relic | Rare | 7.69% |
| Meso A9 Relic | Rare | 7.69% |

### Kiliken — Excavation
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Parry | Rare | 7.69% |
| Steel Fiber | Rare | 7.69% |
| Serration | Rare | 7.69% |
| Incendiary Coat | Rare | 7.69% |
| Hornet Strike | Rare | 7.69% |
| Intensify | Rare | 7.69% |
| Lith C14 Relic | Rare | 7.69% |
| Lith E2 Relic | Rare | 7.69% |
| Lith K12 Relic | Rare | 7.69% |
| Lith N18 Relic | Rare | 7.69% |
| Lith G14 Relic | Rare | 7.69% |
| Lith N19 Relic | Rare | 7.69% |
| Lith Q2 Relic | Rare | 7.69% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Arrow Mutation | Rare | 3.76% |
| Rifle Ammo Mutation | Rare | 3.76% |
| Sniper Ammo Mutation | Rare | 3.76% |
| Shotgun Ammo Mutation | Rare | 3.76% |
| Pistol Ammo Mutation | Rare | 3.76% |
| Cleanse Grineer | Rare | 3.76% |
| Lith C14 Relic | Uncommon | 11.06% |
| Lith E2 Relic | Uncommon | 11.06% |
| Lith K12 Relic | Uncommon | 11.06% |
| Lith N18 Relic | Uncommon | 11.06% |
| Lith G14 Relic | Uncommon | 11.06% |
| Lith N19 Relic | Uncommon | 11.06% |
| Lith Q2 Relic | Uncommon | 11.06% |

### Romula — Defense
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Rare | 6.90% |
| Fast Deflection | Rare | 6.90% |
| Rush | Rare | 7.37% |
| Magazine Warp | Rare | 6.90% |
| Trick Mag | Rare | 6.90% |
| Pressure Point | Rare | 1.01% |
| Ammo Drum | Rare | 7.37% |
| Fast Hands | Rare | 7.37% |
| True Punishment | Rare | 1.01% |
| Lith K12 Relic | Rare | 6.90% |
| Lith E2 Relic | Rare | 6.90% |
| Lith G14 Relic | Rare | 6.90% |
| Lith Q2 Relic | Rare | 6.90% |
| Lith N18 Relic | Rare | 6.90% |
| Lith N19 Relic | Rare | 6.90% |
| Lith C14 Relic | Rare | 6.90% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Speed Trigger | Rare | 8.43% |
| Fast Hands | Rare | 1.47% |
| Point Strike | Rare | 8.43% |
| Vital Sense | Rare | 8.43% |
| Piercing Hit | Rare | 1.47% |
| Metal Auger | Rare | 1.47% |
| Pistol Gambit | Rare | 8.43% |
| Target Cracker | Rare | 8.43% |
| No Return | Rare | 8.43% |
| Ravage | Rare | 8.43% |
| Blunderbuss | Rare | 8.43% |
| Point Blank | Rare | 1.47% |
| Serration | Rare | 1.47% |
| Hornet Strike | Rare | 1.47% |
| Fury | Legendary | 0.67% |
| Reflex Coil | Rare | 1.47% |
| Pressure Point | Rare | 8.43% |
| True Punishment | Legendary | 0.67% |
| Quickening | Legendary | 0.67% |
| Meso D8 Relic | Rare | 1.47% |
| Meso X1 Relic | Rare | 1.47% |
| Meso A10 Relic | Rare | 1.47% |
| Meso V13 Relic | Rare | 1.47% |
| Meso L4 Relic | Rare | 1.47% |
| Meso V15 Relic | Rare | 1.47% |
| Meso E7 Relic | Rare | 1.47% |
| Meso A9 Relic | Rare | 1.47% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Hellfire | Rare | 6.90% |
| Heated Charge | Rare | 6.90% |
| Molten Impact | Rare | 1.84% |
| Barrel Diffusion | Rare | 1.84% |
| Streamline | Rare | 1.84% |
| Intensify | Rare | 1.84% |
| Thunderbolt | Legendary | 0.40% |
| 80 Endo | Rare | 6.90% |
| 80 Endo | Rare | 1.84% |
| True Punishment | Legendary | 0.40% |
| Quickening | Legendary | 0.40% |
| Enduring Strike | Legendary | 0.40% |
| Life Strike | Legendary | 0.40% |
| Meso D8 Relic | Rare | 6.90% |
| Meso X1 Relic | Rare | 6.90% |
| Meso A10 Relic | Rare | 6.90% |
| Meso V13 Relic | Rare | 6.90% |
| Meso L4 Relic | Rare | 6.90% |
| Meso V15 Relic | Rare | 6.90% |
| Meso E7 Relic | Rare | 6.90% |
| Meso A9 Relic | Rare | 6.90% |
| Neo C7 Relic | Rare | 1.84% |
| Neo S20 Relic | Rare | 1.84% |
| Neo N24 Relic | Rare | 1.84% |
| Neo V11 Relic | Rare | 1.84% |
| Neo K9 Relic | Rare | 1.84% |
| Neo P10 Relic | Rare | 1.84% |
| Neo T10 Relic | Rare | 1.84% |

### Vesper Relay — Follie's Hunt
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 3,000 Credits Cache | Uncommon | 12.50% |
| 1000 Endo | Uncommon | 17.50% |
| Follie Blueprint | Rare | 5.00% |
| Follie Neuroptics Blueprint | Rare | 5.00% |
| Follie Systems Blueprint | Rare | 5.00% |
| Follie Chassis Blueprint | Rare | 5.00% |
| Enkaus Blueprint | Rare | 5.00% |
| Enkaus Barrel Blueprint | Rare | 5.00% |
| Enkaus Receiver Blueprint | Rare | 5.00% |
| Enkaus Stock Blueprint | Rare | 5.00% |
| Medallion | Rare | 5.00% |
| Datum | Rare | 5.00% |
| Seed | Rare | 5.00% |
| Quittance | Rare | 5.00% |
| Mark | Rare | 5.00% |
| Insignia | Rare | 5.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 15X Atramentum | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 3X Nightmare Tatters | Common | 100.00% |

### Vesper Relay (Extra) — Follie's Hunt
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 10,000 Credits Cache | Rare | 9.00% |
| 3000 Endo | Uncommon | 15.00% |
| Follie Blueprint | Rare | 6.00% |
| Follie Neuroptics Blueprint | Rare | 6.00% |
| Follie Systems Blueprint | Rare | 6.00% |
| Follie Chassis Blueprint | Rare | 6.00% |
| Enkaus Blueprint | Rare | 6.00% |
| Enkaus Barrel Blueprint | Rare | 6.00% |
| Enkaus Receiver Blueprint | Rare | 6.00% |
| Enkaus Stock Blueprint | Rare | 6.00% |
| Lawful Medallion | Rare | 4.67% |
| Intriguing Datum | Rare | 4.67% |
| Bountiful Seed | Rare | 4.67% |
| Executive Quittance | Rare | 4.67% |
| Honored Mark | Rare | 4.67% |
| Defender Insignia | Rare | 4.67% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 25X Atramentum | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 4X Nightmare Tatters | Common | 100.00% |

### Montes — Exterminate
| Item | Rarity | Chance |
|---|---|---|
| Morphic Transformer | Rare | 5.64% |
| Automatic Trigger | Common | 38.72% |
| Phaedra Receiver | Rare | 5.64% |
| Extend | Common | 38.72% |
| Shell Rush | Rare | 5.64% |
| Shell Rush | Rare | 5.64% |

## Earth
### Mantle — Capture
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Uncommon | 10.84% |
| Fast Deflection | Uncommon | 10.84% |
| Rush | Uncommon | 11.06% |
| Magazine Warp | Uncommon | 10.84% |
| Trick Mag | Uncommon | 10.84% |
| Pressure Point | Legendary | 0.34% |
| Ammo Drum | Uncommon | 11.06% |
| Fast Hands | Uncommon | 10.84% |
| Quickdraw | Uncommon | 10.84% |
| Health Restore (Large) | Uncommon | 10.84% |
| Omni Ammo Box | Legendary | 0.34% |
| North Wind | Legendary | 0.34% |
| Shocking Touch | Legendary | 0.34% |
| Molten Impact | Legendary | 0.34% |
| Stretch | Legendary | 0.34% |

### Cambria — Spy
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 1,500 Credits Cache | Uncommon | 14.29% |
| 1,500 Credits Cache | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| Reflection | Uncommon | 14.29% |
| Reflex Guard | Uncommon | 14.29% |
| Parry | Uncommon | 14.29% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Lith C14 Relic | Uncommon | 14.29% |
| Lith E2 Relic | Uncommon | 14.29% |
| Lith K12 Relic | Uncommon | 14.29% |
| Lith N18 Relic | Uncommon | 14.29% |
| Lith G14 Relic | Uncommon | 14.29% |
| Lith N19 Relic | Uncommon | 14.29% |
| Lith Q2 Relic | Uncommon | 14.29% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Master Key | Rare | 8.60% |
| Reflection | Rare | 8.60% |
| Parry | Rare | 8.60% |
| Heavy Impact | Rare | 8.60% |
| Serration | Rare | 8.60% |
| Hornet Strike | Rare | 8.60% |
| Metal Auger | Rare | 8.60% |
| Volcanic Edge | Rare | 8.60% |
| Vicious Frost | Rare | 8.60% |
| Ivara Systems Blueprint | Uncommon | 22.56% |

### Everest — Excavation
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 2,000 Credits Cache | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
| 100 Endo | Uncommon | 14.29% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Parry | Rare | 7.69% |
| Steel Fiber | Rare | 7.69% |
| Serration | Rare | 7.69% |
| Incendiary Coat | Rare | 7.69% |
| Hornet Strike | Rare | 7.69% |
| Intensify | Rare | 7.69% |
| Lith C14 Relic | Rare | 7.69% |
| Lith E2 Relic | Rare | 7.69% |
| Lith K12 Relic | Rare | 7.69% |
| Lith N18 Relic | Rare | 7.69% |
| Lith G14 Relic | Rare | 7.69% |
| Lith N19 Relic | Rare | 7.69% |
| Lith Q2 Relic | Rare | 7.69% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Arrow Mutation | Rare | 3.76% |
| Rifle Ammo Mutation | Rare | 3.76% |
| Sniper Ammo Mutation | Rare | 3.76% |
| Shotgun Ammo Mutation | Rare | 3.76% |
| Pistol Ammo Mutation | Rare | 3.76% |
| Cleanse Grineer | Rare | 3.76% |
| Lith C14 Relic | Uncommon | 11.06% |
| Lith E2 Relic | Uncommon | 11.06% |
| Lith K12 Relic | Uncommon | 11.06% |
| Lith N18 Relic | Uncommon | 11.06% |
| Lith G14 Relic | Uncommon | 11.06% |
| Lith N19 Relic | Uncommon | 11.06% |
| Lith Q2 Relic | Uncommon | 11.06% |

### Pacific — Rescue
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Vapor Specter Blueprint | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Phase Specter Blueprint | Common | 100.00% |

### Lith — Defense
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Magazine Warp | Rare | 9.09% |
| Trick Mag | Rare | 9.09% |
| Pressure Point | Rare | 9.09% |
| Ammo Drum | Rare | 9.09% |
| Lith K12 Relic | Rare | 9.09% |
| Lith E2 Relic | Rare | 9.09% |
| Lith G14 Relic | Rare | 9.09% |
| Lith Q2 Relic | Rare | 9.09% |
| Lith N18 Relic | Rare | 9.09% |
| Lith N19 Relic | Rare | 9.09% |
| Lith C14 Relic | Rare | 9.09% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Reflex Coil | Rare | 7.69% |
| Cryo Rounds | Rare | 7.69% |
| Hell's Chamber | Rare | 7.69% |
| Shocking Touch | Rare | 7.69% |
| 100 Endo | Rare | 7.69% |
| Meso D8 Relic | Rare | 7.69% |
| Meso X1 Relic | Rare | 7.69% |
| Meso A10 Relic | Rare | 7.69% |
| Meso V13 Relic | Rare | 7.69% |
| Meso L4 Relic | Rare | 7.69% |
| Meso V15 Relic | Rare | 7.69% |
| Meso E7 Relic | Rare | 7.69% |
| Meso A9 Relic | Rare | 7.69% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Metal Auger | Rare | 7.69% |
| Ravage | Rare | 7.69% |
| Continuity | Rare | 7.69% |
| Master Thief | Rare | 7.69% |
| 200 Endo | Rare | 7.69% |
| Meso D8 Relic | Rare | 7.69% |
| Meso X1 Relic | Rare | 7.69% |
| Meso A10 Relic | Rare | 7.69% |
| Meso V13 Relic | Rare | 7.69% |
| Meso L4 Relic | Rare | 7.69% |
| Meso V15 Relic | Rare | 7.69% |
| Meso E7 Relic | Rare | 7.69% |
| Meso A9 Relic | Rare | 7.69% |

### Sover Strait — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 100 Endo | Uncommon | 20.00% |
| 150 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 1.00% |
| Lavan Engines Mk I | Rare | 6.00% |
| Lavan Reactor Mk I | Rare | 6.00% |
| Lavan Shield Array Mk I | Rare | 6.00% |
| Lavan Plating Mk I | Rare | 6.00% |
| Vidar Engines Mk I | Rare | 6.00% |
| Vidar Reactor Mk I | Rare | 6.00% |
| Vidar Shield Array Mk I | Rare | 6.00% |
| Vidar Plating Mk I | Rare | 6.00% |
| Lith C14 Relic | Rare | 3.00% |
| Lith E2 Relic | Rare | 3.00% |
| Lith K12 Relic | Rare | 3.00% |
| Lith N18 Relic | Rare | 3.00% |
| Lith G14 Relic | Rare | 3.00% |
| Lith N19 Relic | Rare | 3.00% |
| Lith Q2 Relic | Rare | 3.00% |

### Sover Strait (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Sover Strait (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| Oberon Neuroptics Blueprint | Uncommon | 10.00% |
| Oberon Systems Blueprint | Uncommon | 10.00% |
| Tether | Rare | 4.00% |
| Particle Ram | Rare | 4.00% |
| Shatter Burst | Rare | 4.00% |
| Lith C14 Relic | Rare | 5.00% |
| Lith E2 Relic | Rare | 5.00% |
| Lith K12 Relic | Rare | 5.00% |
| Lith N18 Relic | Rare | 5.00% |
| Lith G14 Relic | Rare | 5.00% |
| Lith N19 Relic | Rare | 5.00% |
| Lith Q2 Relic | Rare | 5.00% |
| Meso N11 Relic | Rare | 5.00% |
| 150 Endo | Uncommon | 12.00% |
| 100 Endo | Uncommon | 16.00% |

### Iota Temple — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 100 Endo | Uncommon | 20.00% |
| 150 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 1.00% |
| Lavan Engines Mk I | Rare | 6.00% |
| Lavan Reactor Mk I | Rare | 6.00% |
| Lavan Shield Array Mk I | Rare | 6.00% |
| Lavan Plating Mk I | Rare | 6.00% |
| Vidar Engines Mk I | Rare | 6.00% |
| Vidar Reactor Mk I | Rare | 6.00% |
| Vidar Shield Array Mk I | Rare | 6.00% |
| Vidar Plating Mk I | Rare | 6.00% |
| Lith C14 Relic | Rare | 3.00% |
| Lith E2 Relic | Rare | 3.00% |
| Lith K12 Relic | Rare | 3.00% |
| Lith N18 Relic | Rare | 3.00% |
| Lith G14 Relic | Rare | 3.00% |
| Lith N19 Relic | Rare | 3.00% |
| Lith Q2 Relic | Rare | 3.00% |

### Iota Temple (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Iota Temple (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| Oberon Neuroptics Blueprint | Uncommon | 10.00% |
| Oberon Systems Blueprint | Uncommon | 10.00% |
| Tether | Rare | 4.00% |
| Particle Ram | Rare | 4.00% |
| Shatter Burst | Rare | 4.00% |
| Lith C14 Relic | Rare | 5.00% |
| Lith E2 Relic | Rare | 5.00% |
| Lith K12 Relic | Rare | 5.00% |
| Lith N18 Relic | Rare | 5.00% |
| Lith G14 Relic | Rare | 5.00% |
| Lith N19 Relic | Rare | 5.00% |
| Lith Q2 Relic | Rare | 5.00% |
| Meso N11 Relic | Rare | 5.00% |
